iter	Logloss
143	0.003879433931
144	0.00384340804
145	0.003827346696
146	0.00377614751
147	0.003733589192
148	0.003706925445
149	0.00370691822
150	0.003675350336
151	0.003638427065
152	0.003591639827
153	0.003563178609
154	0.003536190348
155	0.003501118434
156	0.003463640659
157	0.003463585569
158	0.00343236869
159	0.003406357886
160	0.003392024775
161	0.003359538738
162	0.003328181276
163	0.003303704238
164	0.003282038551
165	0.003282018984
166	0.003246492509
167	0.003223360789
168	0.003223292454
169	0.003199096882
170	0.003164500299
171	0.003138008142
172	0.003116604656
173	0.003094556958
174	0.003091497855
175	0.003065393429
176	0.00302975527
177	0.003007853272
178	0.002980032654
179	0.002953614851
180	0.002932761655
181	0.002932688203
182	0.00291196144
183	0.002888383588
184	0.002888364322
185	0.002870447407
186	0.002825929661
187	0.002806579224
188	0.002778766432
189	0.00275763779
190	0.002729621801
191	0.002714520151
192	0.002698819746
193	0.002670586711
194	0.002650507171
195	0.002628753884
196	0.002612479407
197	0.002600289053
198	0.002581431408
199	0.002566170813
200	0.002547188841
201	0.002531887907
202	0.002531875264
203	0.002517584598
204	0.002499617711
205	0.002473265836
206	0.002455633397
207	0.002435080933
208	0.002434942608
209	0.002406962592
210	0.002385496792
211	0.002368748489
212	0.002360225476
213	0.002360235561
214	0.002344079391
215	0.00233998112
216	0.00232551134
217	0.002309864519
218	0.002298439994
219	0.002271949041
220	0.002271649211
221	0.002258552746
222	0.002236746778
223	0.002236721492
224	0.00223671216
225	0.002222791766
226	0.002222777316
227	0.002209637051
228	0.002196377576
229	0.002174382709
230	0.00216397628
231	0.002146770557
232	0.002131252427
233	0.002125121578
234	0.002108818654
235	0.00209185752
236	0.002078962145
237	0.002078920904
238	0.002078685646
239	0.002074084649
240	0.002073998253
241	0.002073149639
242	0.002059302396
243	0.002047295522
244	0.002038512417
245	0.002028314453
246	0.002028302863
247	0.002027944483
248	0.002022723959
249	0.002011179924
250	0.001997994203
251	0.001992129316
252	0.00198497119
253	0.001973623579
254	0.00195934932
255	0.001959345256
256	0.001948128746
257	0.001940381196
258	0.001940398505
259	0.001934186678
260	0.001934107807
261	0.001923681811
262	0.001914622808
263	0.001899940799
264	0.001883762954
265	0.001879735125
266	0.001875975668
267	0.001875705791
268	0.001875637908
269	0.0018662133
270	0.001855532178
271	0.001855479948
272	0.001855463994
273	0.001855458575
274	0.001848512376
275	0.00184850756
276	0.001848514483
277	0.001847617403
278	0.001847617403
279	0.00184224275
280	0.001833619192
281	0.001833535806
282	0.001830543984
283	0.001830540974
284	0.001822796283
285	0.001822695437
286	0.001822733518
287	0.001822718466
288	0.001809947268
289	0.001801289693
290	0.001796743183
291	0.001790478374
292	0.001781438637
293	0.001781458807
294	0.001767728967
295	0.001767743417
296	0.001761961465
297	0.001756259889
298	0.001749226993
299	0.001749207727
300	0.001744194765
301	0.001744060203
302	0.001743565906
303	0.001731755306
304	0.001731665749
305	0.00172563996
306	0.00172265762
307	0.00172264016
308	0.001722538712
309	0.00172248874
310	0.001714852573
311	0.00170821975
312	0.00170819055
313	0.001701470276
314	0.001701368226
315	0.001685112113
316	0.001685117682
317	0.00167186784
318	0.00166703008
319	0.001666986581
320	0.001666743045
321	0.001661827167
322	0.001654488872
323	0.001654478938
324	0.001654418731
325	0.00165158736
326	0.001645768983
327	0.001634657383
328	0.001634594166
329	0.001634612228
330	0.001634496179
331	0.001634440037
332	0.001634413245
333	0.001634393979
334	0.00163433031
335	0.001634364176
336	0.001634364176
337	0.001634364176
338	0.001634314656
339	0.001634160076
340	0.001634121242
341	0.001628403712
342	0.001627549078
343	0.001623144053
344	0.001623077525
345	0.001622459503
346	0.001622215666
347	0.001622173672
348	0.001622138601
349	0.001616874126
350	0.001616906939
351	0.001614905367
352	0.001614843053
353	0.001614789168
354	0.001614732875
355	0.001612636026
356	0.001608498169
357	0.001608477698
358	0.001608436758
359	0.001608445187
360	0.001599387539
361	0.001594476929
362	0.001594476929
363	0.001594342969
364	0.001594341464
365	0.001594157532
366	0.001588713039
367	0.001588413059
368	0.001584354374
369	0.001584368222
370	0.001578109583
371	0.001578008587
372	0.001569380062
373	0.001569380062
374	0.001569380062
375	0.001569108078
376	0.001568821645
377	0.001561564327
378	0.001561501261
379	0.001559464317
380	0.001559455888
381	0.001559373405
382	0.001559355343
383	0.001557952527
384	0.001557911586
385	0.001557869893
386	0.001553826862
387	0.001552670893
388	0.001552292343
389	0.001542200193
390	0.001539530929
391	0.001539311325
392	0.001539276706
393	0.001533319703
394	0.001533319703
395	0.001533215696
396	0.00152430435
397	0.001519816391
398	0.001519797577
399	0.001519142076
400	0.001519010224
401	0.00151900932
402	0.001510019856
403	0.001510002998
404	0.001506076618
405	0.001502201112
406	0.001502067152
407	0.001501995957
408	0.001501939664
409	0.001501947039
410	0.001498508634
411	0.001491860609
412	0.001491852481
413	0.001491742303
414	0.001491733272
415	0.001491629415
416	0.001491621438
417	0.001487461605
418	0.001487426385
419	0.001485705978
420	0.001485647276
421	0.001480474316
422	0.001480500204
423	0.001480488916
424	0.001480483347
425	0.001477976189
426	0.001477713838
427	0.001477598542
428	0.001477541195
429	0.001477523886
430	0.001477553989
431	0.001474420681
432	0.001470883085
433	0.001470913189
434	0.001467961856
435	0.001467821423
436	0.001467701913
437	0.001460401398
438	0.001460379422
439	0.001460296789
440	0.001460174418
441	0.001460187965
442	0.001459233538
443	0.001459111469
444	0.001458940482
445	0.001458885694
446	0.00145854101
447	0.001458040994
448	0.001458069441
449	0.001457938191
450	0.001452407452
451	0.001452367414
452	0.001448221279
453	0.001448207732
454	0.001440250211
455	0.001434694035
456	0.001430825001
457	0.001430565962
458	0.001430326339
459	0.001429876896
460	0.001429900979
461	0.001429875993
462	0.001429866059
463	0.001422185187
464	0.001422117154
465	0.001422073203
466	0.001422059957
467	0.001421972056
468	0.001421958359
469	0.001421946769
470	0.001421808594
471	0.001421551813
472	0.001421417853
473	0.001421398436
474	0.001419004768
475	0.001419034119
476	0.001418983394
477	0.001418898804
478	0.00141398985
479	0.001413888552
480	0.00140803089
481	0.001408026375
482	0.001407831606
483	0.001407553752
484	0.001404115046
485	0.001404061612
486	0.001404009082
487	0.001404012996
488	0.001403732282
489	0.001403784361
490	0.001397923087
491	0.001392500569
492	0.001392381059
493	0.001392280062
494	0.001392270579
495	0.001386219955
496	0.001385631736
497	0.001384210406
498	0.001384142372
499	0.001380688313
